1 356 0 1    3.6 272672      0 272672 0 0 0 986482      0 0  0 272672  0 0  0 0  0 0  0 986482       0 0  0 272672  0 0  0 0  0 0  0 986482 
1 356 0 1    6.06 273007      0 273007 0 0 0 986482      0 0  0 273007  0 0  0 0  0 0  0 986482       0 0  0 273007  0 0  0 0  0 0  0 986482 
1 356 0 1    6.77 273111      0 273110 0 0 0 986482      0 0  0 273110  0 0  0 0  0 0  0 986482       0 0  0 273110  0 0  0 0  0 0  0 986482 
1 356 0 1    6.56 275172      0 275171 0 0 0 986482      0 0  0 275171  0 0  0 0  0 0  0 986482       0 0  0 275171  0 0  0 0  0 0  0 986482 
1 356 0 1    6.58 275600      0 275599 0 0 0 986482      0 0  0 275599  0 0  0 0  0 0  0 986482       0 0  0 275599  0 0  0 0  0 0  0 986482 
1 356 0 1    6.56 276003      0 276002 0 0 0 986482      0 0  0 276002  0 0  0 0  0 0  0 986482       0 0  0 276002  0 0  0 0  0 0  0 986482 
1 356 0 1    3.53 276130      0 276129 0 0 0 986482      0 0  0 276129  0 0  0 0  0 0  0 986482       0 0  0 276129  0 0  0 0  0 0  0 986482 
1 356 0 1    6.69 276219      0 276219 0 0 0 986482      0 0  0 276219  0 0  0 0  0 0  0 986482       0 0  0 276219  0 0  0 0  0 0  0 986482 
1 356 0 1    5.32 276387      0 276386 0 0 0 986482      0 0  0 276386  0 0  0 0  0 0  0 986482       0 0  0 276386  0 0  0 0  0 0  0 986482 
1 356 0 1    4.56 277278      0 277277 0 0 0 986482      0 0  0 277277  0 0  0 0  0 0  0 986482       0 0  0 277277  0 0  0 0  0 0  0 986482 
1 356 0 1    6.4 278406      0 278406 0 0 0 986482      0 0  0 278406  0 0  0 0  0 0  0 986482       0 0  0 278406  0 0  0 0  0 0  0 986482 
1 356 0 1    7.24 267625      0 267625 0 0 0 986482      0 0  0 267625  0 0  0 0  0 0  0 986482       0 0  0 267625  0 0  0 0  0 0  0 986482 
1 356 0 1    7.33 269287      0 269286 0 0 0 986482      0 0  0 269286  0 0  0 0  0 0  0 986482       0 0  0 269286  0 0  0 0  0 0  0 986482 
1 356 0 1    6.84 287946      0 287945 0 0 0 986482      0 0  0 287945  0 0  0 0  0 0  0 986482       0 0  0 287945  0 0  0 0  0 0  0 986482 
1 356 0 1    6.38 290797      0 290796 0 0 0 986482      0 0  0 290796  0 0  0 0  0 0  0 986482       0 0  0 290796  0 0  0 0  0 0  0 986482 
1 356 0 1    6.76 296874      0 296874 0 0 0 986482      0 0  0 296874  0 0  0 0  0 0  0 986482       0 0  0 296874  0 0  0 0  0 0  0 986482 
1 356 0 1    13.59 231647      0 231646 0 0 0 986482      0 0  0 231646  0 0  0 0  0 0  0 986482       0 0  0 231646  0 0  0 0  0 0  0 986482 
1 356 0 1    15.3 234903      0 234901 0 0 0 986482      0 0  0 234901  0 0  0 0  0 0  0 986482       0 0  0 234901  0 0  0 0  0 0  0 986482 
1 356 0 1    14.03 238319      0 238318 0 0 0 986482      0 0  0 238318  0 0  0 0  0 0  0 986482       0 0  0 238318  0 0  0 0  0 0  0 986482 
1 356 0 1    7.22 295641      0 295641 0 0 0 986482      0 0  0 295641  0 0  0 0  0 0  0 986482       0 0  0 295641  0 0  0 0  0 0  0 986482 
1 356 0 1    6.68 298791      0 298790 0 0 0 986482      0 0  0 298790  0 0  0 0  0 0  0 986482       0 0  0 298790  0 0  0 0  0 0  0 986482 
1 356 0 1    6.82 303242      0 303241 0 0 0 986482      0 0  0 303241  0 0  0 0  0 0  0 986482       0 0  0 303241  0 0  0 0  0 0  0 986482 
1 356 0 1    8.46 235724      0 235723 0 0 0 986482      0 0  0 235723  0 0  0 0  0 0  0 986482       0 0  0 235723  0 0  0 0  0 0  0 986482 
1 356 0 1    7.39 235426      0 235426 0 0 0 986482      0 0  0 235426  0 0  0 0  0 0  0 986482       0 0  0 235426  0 0  0 0  0 0  0 986482 
1 356 0 1    9.35 236122      0 236121 0 0 0 986482      0 0  0 236121  0 0  0 0  0 0  0 986482       0 0  0 236121  0 0  0 0  0 0  0 986482 
1 356 0 1    6.84 236946      0 236945 0 0 0 986482      0 0  0 236945  0 0  0 0  0 0  0 986482       0 0  0 236945  0 0  0 0  0 0  0 986482 
1 356 0 1    7.31 237027      0 237026 0 0 0 986482      0 0  0 237026  0 0  0 0  0 0  0 986482       0 0  0 237026  0 0  0 0  0 0  0 986482 
1 356 0 1    5.61 237249      0 237248 0 0 0 986482      0 0  0 237248  0 0  0 0  0 0  0 986482       0 0  0 237248  0 0  0 0  0 0  0 986482 
1 356 0 1    4.85 237377      0 237377 0 0 0 986482      0 0  0 237377  0 0  0 0  0 0  0 986482       0 0  0 237377  0 0  0 0  0 0  0 986482 
1 356 0 1    7.2 276918      0 276917 0 0 0 986482      0 0  0 276917  0 0  0 0  0 0  0 986482       0 0  0 276917  0 0  0 0  0 0  0 986482 
1 356 0 1    6.69 279353      0 279353 0 0 0 986482      0 0  0 279353  0 0  0 0  0 0  0 986482       0 0  0 279353  0 0  0 0  0 0  0 986482 
1 356 0 1    8.03 283068      0 283067 0 0 0 986482      0 0  0 283067  0 0  0 0  0 0  0 986482       0 0  0 283067  0 0  0 0  0 0  0 986482 
1 356 0 1    7.61 284518      0 284517 0 0 0 986482      0 0  0 284517  0 0  0 0  0 0  0 986482       0 0  0 284517  0 0  0 0  0 0  0 986482 
1 356 0 1    7.05 284957      0 284956 0 0 0 986482      0 0  0 284956  0 0  0 0  0 0  0 986482       0 0  0 284956  0 0  0 0  0 0  0 986482 
1 356 0 1    7.44 222239      0 222238 0 0 0 986482      0 0  0 222238  0 0  0 0  0 0  0 986482       0 0  0 222238  0 0  0 0  0 0  0 986482 
1 356 0 1    6.32 222399      0 222398 0 0 0 986482      0 0  0 222398  0 0  0 0  0 0  0 986482       0 0  0 222398  0 0  0 0  0 0  0 986482 
1 356 0 1    4.37 222542      0 222541 0 0 0 986482      0 0  0 222541  0 0  0 0  0 0  0 986482       0 0  0 222541  0 0  0 0  0 0  0 986482 
1 356 0 1    3.52 262948      0 262947 0 0 0 986482      0 0  0 262947  0 0  0 0  0 0  0 986482       0 0  0 262947  0 0  0 0  0 0  0 986482 
1 356 0 1    7.4 297160      0 297159 0 0 0 986482      0 0  0 297159  0 0  0 0  0 0  0 986482       0 0  0 297159  0 0  0 0  0 0  0 986482 
1 356 0 1    6.65 201464      0 201463 0 0 0 986482      0 0  0 201463  0 0  0 0  0 0  0 986482       0 0  0 201463  0 0  0 0  0 0  0 986482 
1 356 0 1    6.78 202830      0 202829 0 0 0 986482      0 0  0 202829  0 0  0 0  0 0  0 986482       0 0  0 202829  0 0  0 0  0 0  0 986482 
1 356 0 1    6.45 225178      0 225177 0 0 0 986482      0 0  0 225177  0 0  0 0  0 0  0 986482       0 0  0 225177  0 0  0 0  0 0  0 986482 
1 356 0 1    6.39 271805      0 271804 0 0 0 986482      0 0  0 271804  0 0  0 0  0 0  0 986482       0 0  0 271804  0 0  0 0  0 0  0 986482 
1 356 0 1    6.91 278368      0 278367 0 0 0 986482      0 0  0 278367  0 0  0 0  0 0  0 986482       0 0  0 278367  0 0  0 0  0 0  0 986482 
1 356 0 1    6.11 294285      0 294285 0 0 0 986482      0 0  0 294285  0 0  0 0  0 0  0 986482       0 0  0 294285  0 0  0 0  0 0  0 986482 
1 356 0 1    7.28 248290      0 248289 0 0 0 986482      0 0  0 248289  0 0  0 0  0 0  0 986482       0 0  0 248289  0 0  0 0  0 0  0 986482 
1 356 0 1    7.05 250798      0 250798 0 0 0 986482      0 0  0 250798  0 0  0 0  0 0  0 986482       0 0  0 250798  0 0  0 0  0 0  0 986482 
1 356 0 1    6.94 266625      0 266624 0 0 0 986482      0 0  0 266624  0 0  0 0  0 0  0 986482       0 0  0 266624  0 0  0 0  0 0  0 986482 
1 356 0 1    7.6 268589      0 268588 0 0 0 986482      0 0  0 268588  0 0  0 0  0 0  0 986482       0 0  0 268588  0 0  0 0  0 0  0 986482 
1 356 0 1    6.95 282266      0 282265 0 0 0 986482      0 0  0 282265  0 0  0 0  0 0  0 986482       0 0  0 282265  0 0  0 0  0 0  0 986482 
1 356 0 1    5.29 466026      0 466026 0 0 0 986482      0 0  0 466026  0 0  0 0  0 0  0 986482       0 0  0 466026  0 0  0 0  0 0  0 986482 
1 356 0 1    7.61 279522      0 279522 0 0 0 986482      0 0  0 279522  0 0  0 0  0 0  0 986482       0 0  0 279522  0 0  0 0  0 0  0 986482 
1 356 0 1    3.78 362124      0 362123 0 0 0 986482      0 0  0 362123  0 0  0 0  0 0  0 986482       0 0  0 362123  0 0  0 0  0 0  0 986482 
1 356 0 1    6.11 440003      0 440003 0 0 0 986482      0 0  0 440003  0 0  0 0  0 0  0 986482       0 0  0 440003  0 0  0 0  0 0  0 986482 
1 356 0 1    7.28 311472      0 311471 0 0 0 986482      0 0  0 311471  0 0  0 0  0 0  0 986482       0 0  0 311471  0 0  0 0  0 0  0 986482 
1 356 0 1    7.78 260889      0 260888 0 0 0 986482      0 0  0 260888  0 0  0 0  0 0  0 986482       0 0  0 260888  0 0  0 0  0 0  0 986482 
1 356 0 1    7.37 270311      0 270311 0 0 0 986482      0 0  0 270311  0 0  0 0  0 0  0 986482       0 0  0 270311  0 0  0 0  0 0  0 986482 
1 356 0 1    6.83 328188      0 328187 0 0 0 986482      0 0  0 328187  0 0  0 0  0 0  0 986482       0 0  0 328187  0 0  0 0  0 0  0 986482 
1 356 0 1    7.05 290645      0 290644 0 0 0 986482      0 0  0 290644  0 0  0 0  0 0  0 986482       0 0  0 290644  0 0  0 0  0 0  0 986482 
1 356 0 1    7.35 316040      0 316040 0 0 0 986482      0 0  0 316040  0 0  0 0  0 0  0 986482       0 0  0 316040  0 0  0 0  0 0  0 986482 
1 356 0 1    3.91 246694      0 246694 0 0 0 986482      0 0  0 246694  0 0  0 0  0 0  0 986482       0 0  0 246694  0 0  0 0  0 0  0 986482 
